ID	PP	logFC	P.adjusted
STAG2	other	0.29964	0.061477303
STAG3	other	-0.143233333	0.897164236
STAG3L1	other	-0.069356667	0.968816887
STAG3L3	other	-0.189473333	0.66250966
STAG3L4	other	-0.258303333	0.554133641
STAM	other	-0.245593333	0.314443648
STAM2	other	0.061103333	0.791570617
STAMBP	other	-0.000356667	1
STAMBPL1	other	-0.403026667	0.364235369
STAP1	other	-0.296526667	0.740861041
STAP2	other	0.054786667	0.965887142
STAR	other	-0.389896667	0.39985584
STARD10	other	-0.247166667	0.653574734
STARD13	other	-0.261036667	0.508800403
STARD3	other	-0.066313333	0.80572581
STARD3NL	other	-0.00796	1
STARD4	other	0.187316667	0.747392159
STARD5	other	-0.498253333	0.06648571
STARD6	other	-0.18218	0.150901967
STARD7	other	-0.01675	0.972857965
STARD8	other	-0.331913333	0.404989092
STAT1	other	-0.386203333	0.339848067
STAT2	other	-0.038126667	0.957733488
STAT3	other	0.026943333	0.972715671
STAT4	other	-0.73045	0.102919022
STAT5A	other	-0.18579	0.664561896
STAT5B	other	0.157526667	0.479703681
STAT6	other	0.168116667	0.404127017
STATH	other	-0.051263333	0.83589072
STAU1	other	0.021343333	0.980094755
STAU2	other	0.535093333	0.038241651
STBD1	other	0.754213333	0.126713861
STC1	other	-1.42569	0.080802454
STC2	other	-1.195003333	0.080672656
STEAP1	other	-1.679726667	0.007281564
STEAP2	other	-1.415476667	0.006278282
STEAP3	other	0.52849	0.19072573
STEAP4	other	0.68302	0.359003772
STH	other	0.025323333	0.539199969
STIL	other	-0.41954	0.354971914
STIM1	other	-0.035483333	0.961575455
STIM2	other	0.016403333	1
STIP1	other	0.091673333	0.770815743
STK10	other	-0.392616667	0.187834828
STK11	other	0.264316667	0.566591206
STK11IP	other	-0.3059	0.276236287
STK16	other	-0.146723333	0.565466333
STK17A	other	0.145926667	0.762509686
STK17B	other	0.17822	0.552609972
STK19	other	0.00815	1
STK24	other	-0.214003333	0.384251604
STK25	other	-0.029123333	0.970869778
STK3	other	0.29987	0.216322285
STK31	other	-0.78148	0.275733389
STK32A	other	1.753783333	0.009191378
STK32B	other	-0.02009	1
STK32C	other	0.275093333	0.589754799
STK33	other	0.88118	0.101364535
STK35	other	0.044426667	0.917917303
STK36	other	-0.158806667	0.729328914
STK38	other	-0.273593333	0.226150572
STK38L	other	-0.033293333	0.978846178
STK39	other	1.139916667	0.000802061
STK4	other	-0.095066667	0.703255454
STK40	other	0.202756667	0.537501613
STL	other	-0.00748	1
STMN1	other	-0.04392	0.984085511
STMN2	other	-0.069663333	0.990198849
STMN3	other	0.144516667	0.903373
STMN4	other	-0.03564	0.942742941
STOM	other	-0.05873	0.937446847
STOML1	other	-0.32271	0.463436928
STOML2	other	-0.020046667	1
STOML3	other	0.22658	0.912747253
STON1	other	0.107776667	0.879863873
STON2	other	-0.114693333	0.892373184
STOX1	other	0.361666667	0.524952288
STOX2	other	-0.1266	0.918017708
STRA13	other	-0.301246667	0.443495889
STRA6	other	-0.829573333	0.560460472
STRA8	other	0.01247	1
STRADA	other	0.076383333	0.748219565
STRADB	other	0.160013333	0.673063494
STRAP	other	-0.195996667	0.474371731
STRBP	other	0.037073333	0.951923217
STRC	other	-0.189483333	0.866605017
STRN	other	0.320353333	0.41117137
STRN3	other	0.28991	0.415173394
STRN4	other	0.049346667	0.910120593
STS	other	0.04646	0.979664115
STT3A	other	0.04979	0.913469638
STT3B	other	0.0395	0.955429009
STUB1	other	-0.11094	0.789571067
STX10	other	-0.03444	0.979127127
STX11	other	-0.48341	0.214251391
STX12	other	-0.060853333	0.828512274
STX16	other	-0.06086	0.891793943
STX17	other	-0.01582	0.987368876
STX18	other	-0.085296667	0.762532988
STX19	other	-0.141183333	0.903529281
STX1A	other	-0.22768	0.764224032
STX1B	other	-0.562526667	0.252844268
STX2	other	-0.097906667	0.818950808
STX3	other	0.26887	0.278408589
STX4	other	-0.089323333	0.742155334
STX5	other	-0.11395	0.547325716
STX6	other	0.045436667	0.902474026
STX7	other	-0.142193333	0.560647288
STX8	other	0.02715	0.980318478
STXBP1	other	1.066083333	0.014847051
STXBP2	other	-0.035956667	0.955852981
STXBP3	other	0.01825	0.983800754
STXBP4	other	0.788623333	0.010797961
STXBP5	other	-0.290673333	0.381752843
STXBP5L	other	-0.40692	0.565848992
STXBP6	other	0.376616667	0.604784333
STYK1	other	-1.10456	0.118786226
STYX	PP	0.036366667	0.958489752
STYXL1	PP	-0.374203333	0.061120093
SUB1	other	-0.061656667	0.886958498
SUCLA2	other	0.1865	0.419198724
SUCLG1	other	-0.00543	1
SUCLG2	other	-0.084916667	0.816342553
SUCNR1	other	0.644266667	0.483830811
SUDS3	other	0.055236667	0.889565738
SUFU	other	0.039566667	0.94046541
SUGT1	other	0.16123	0.498817023
SULF1	other	-0.965503333	0.109366791
SULF2	other	-1.00305	0.002900911
SULT1A2	other	0.671956667	0.318977049
SULT1B1	other	-0.489496667	0.538249302
SULT1C2	other	-0.02185	1
SULT1C3	other	-0.03074	0.667480048
SULT1C4	other	-0.192433333	0.771049959
SULT1E1	other	-0.029836667	1
SULT2A1	other	-0.077473333	0.652474443
SULT2B1	other	-0.909893333	0.369480686
SULT4A1	other	0.24884	0.897253288
SULT6B1	other	-0.030453333	0.521852297
SUMF1	other	-0.069713333	0.873263235
SUMF2	other	-0.02684	0.986431814
SUMO1	other	-0.00521	1
SUMO1P1	other	-0.18596	0.62258743
SUMO2	other	0.26269	0.20936506
SUMO3	other	-0.078923333	0.865546038
SUMO4	other	-0.029356667	0.989092593
SUN1	other	0.254966667	0.226620557
SUN2	other	0.016313333	1
SUN3	other	0.152563333	0.804730988
SUN5	other	0.012513333	0.735097521
SUOX	other	0.22083	0.38288587
SUPT16H	other	0.211453333	0.479140832
SUPT3H	other	0.586486667	0.023305236
SUPT4H1	other	0.280333333	0.139664259
SUPT5H	other	-0.02795	0.960210506
SUPT6H	other	0.28325	0.180975025
SUPT7L	other	0.006273333	1
SUPV3L1	other	-0.066066667	0.821390588
SURF1	other	-0.109856667	0.755675959
SURF2	other	0.092783333	0.813888
SURF4	other	-0.13793	0.426821321
SURF6	other	-0.086263333	0.839293479
SUSD1	other	0.217263333	0.536639244
SUSD2	other	1.750243333	0.030918981
SUSD3	other	0.068206667	0.952334569
SUSD4	other	1.47764	0.017022471
SUSD5	other	0.933963333	0.20527781
SUV39H1	other	-0.259553333	0.276833079
SUV39H2	other	-0.139843333	0.763046768
SUV420H1	other	0.110743333	0.688890487
SUV420H2	other	0.01016	1
SUZ12	other	0.299433333	0.190098428
SUZ12P	other	0.393973333	0.20894236
SV2A	other	0.643273333	0.358853945
SV2B	other	-0.317476667	0.595280286
SV2C	other	0.291126667	0.548254659
SVEP1	other	0.102506667	0.944805904
SVIL	other	0.219053333	0.622545295
SVIP	other	-0.029543333	0.97915358
SVOP	other	0.018673333	0.996816968
SVOPL	other	-0.60384	0.508673972
SWAP70	other	0.178523333	0.526526347
SYAP1	other	-0.137436667	0.63505837
SYBU	other	-0.187666667	0.898669729
SYCE1	other	-0.753343333	0.168791693
SYCE2	other	0.318	0.607729071
SYCN	other	-0.033946667	0.825748059
SYCP1	other	0	1
SYCP2	other	0.50709	0.634549332
SYCP2L	other	-1.076896667	0.310074654
SYCP3	other	0.16595	0.559159374
SYDE1	other	-0.225176667	0.592941966
SYDE2	other	0.812526667	0.071580015
SYF2	other	0.134723333	0.466529403
SYK	other	-0.05448	0.947340457
SYMPK	other	0.02226	0.981750161
SYN1	other	-0.49846	0.367448414
SYN2	other	0.31219	0.680560167
SYN3	other	0.63623	0.546443074
SYNC	other	-0.227316667	0.820716418
SYNCRIP	other	-0.003846667	1
SYNE1	other	0.536953333	0.295709274
SYNE2	other	0.085443333	0.902942598
SYNGAP1	other	0.315326667	0.308165813
SYNGR1	other	0.098066667	0.921567469
SYNGR2	other	-0.243116667	0.621627854
SYNGR3	other	-0.671096667	0.318415538
SYNGR4	other	-0.735653333	0.174181992
SYNJ1	PP	0.383183333	0.223012844
SYNJ2	PP	-0.144013333	0.739689656
SYNJ2BP	other	0.123226667	0.623499009
SYNM	other	0.095323333	0.893722618
SYNPO	other	-0.122906667	0.836438416
SYNPO2	other	-0.2737	0.630487061
SYNPO2L	other	0.15635	0.803808239
SYNPR	other	0.035553333	0.937462625
SYNRG	other	0.296813333	0.158800237
SYP	other	-0.26465	0.774529907
SYPL1	other	-0.04034	0.923368159
SYPL2	other	-0.39936	0.502902016
SYS1	other	0.10255	0.621677115
SYT1	other	0.412333333	0.739626535
SYT10	other	-0.103506667	0.892373184
SYT11	other	-0.202433333	0.617984578
SYT12	other	1.687416667	0.108707162
SYT13	other	-1.921123333	0.285096101
SYT14	other	0.45779	0.432286282
SYT14L	other	-0.029446667	0.668256052
SYT15	other	0.148086667	0.907991424
SYT16	other	-0.155106667	0.865309524
SYT17	other	0.03109	1
SYT2	other	1.597463333	0.092010999
SYT3	other	-0.458733333	0.561695167
SYT4	other	0.061473333	0.995439277
SYT5	other	-0.993176667	0.169882905
SYT6	other	0.34379	0.691402142
SYT7	other	-0.02714	1
SYT8	other	-0.954266667	0.45079918
SYT9	other	0.343526667	0.712651232
SYTL1	other	-0.210066667	0.774529907
SYTL2	other	0.461426667	0.415173394
SYTL3	other	-0.19106	0.748824121
SYTL4	other	-0.272446667	0.546443074
SYTL5	other	0.051403333	1
SYVN1	other	-0.107346667	0.708102581
T	other	1.81485	0.021405838
TAAR1	other	-0.036026667	0.928541667
TAAR2	other	0	1
TAAR5	other	0	1
TAAR6	other	-0.036823333	0.634880305
TAAR8	other	-0.06219	0.492786226
TAAR9	other	0	1
TAB1	other	-0.044156667	0.932823267
TAB2	other	0.01984	0.991160276
TAB3	other	0.29685	0.154898703
TAC1	other	-0.18529	0.896360507
TAC3	other	-0.38199	0.448614468
TAC4	other	2.62196	0.012267397
TACC1	other	0.157	0.76814935
TACC2	other	-0.375296667	0.64015721
TACC3	other	-0.50206	0.18946315
TACO1	other	-0.00426	1
TACR1	other	0.12471	0.940803617
TACR2	other	-0.102256667	0.922258262
TACR3	other	-0.199796667	0.677952205
TACSTD2	other	-0.047223333	0.985441659
TADA1	other	0.032743333	0.960552041
TADA2A	other	0.18101	0.352739377
TADA2B	other	0.116986667	0.559137862
TADA3	other	0.143226667	0.5627423
TAF1	other	0.344123333	0.148828786
TAF10	other	-0.266403333	0.295544101
TAF11	other	0.037903333	0.934518126
TAF12	other	-0.15604	0.53971152
TAF13	other	-0.358106667	0.198195668
TAF15	other	0.21779	0.468699661
TAF1A	other	-0.103986667	0.768409194
TAF1B	other	0.41074	0.0904888
TAF1C	other	-0.066453333	0.932823267
TAF1D	other	-0.020676667	1
TAF1L	other	0.404586667	0.35561841
TAF2	other	0.261156667	0.401843755
TAF3	other	0.332746667	0.154898703
TAF4	other	0.017196667	1
TAF4B	other	0.7484	0.083668881
TAF5	other	0.11065	0.667480048
TAF5L	other	-0.028013333	0.947340457
TAF6	other	-0.125423333	0.691167249
TAF6L	other	-0.206713333	0.500687926
TAF7	other	0.27501	0.279638837
TAF7L	other	-0.283106667	0.633552833
TAF8	other	0.33859	0.164892261
TAF9	other	-0.00628	1
TAF9B	other	0.585096667	0.009653634
TAGAP	other	-0.28949	0.561347546
TAGLN	other	-0.511016667	0.204959627
TAGLN2	other	0.226276667	0.372539995
TAGLN3	other	0.561046667	0.519142125
tAKR	other	0.043063333	0.667506849
TAL1	other	-0.0811	0.903685049
TAL2	other	-0.247156667	0.392720255
TALDO1	other	-0.710746667	0.030045764
TANC1	other	0.21739	0.560362345
TANC2	other	0.522406667	0.147975997
TANK	other	-0.125703333	0.667480048
TAOK1	other	0.34581	0.525109788
TAOK2	other	-0.04726	0.934518126
TAOK3	other	0.173933333	0.584610664
TAP1	other	-0.630536667	0.161619836
TAP2	other	-0.46686	0.177603377
TAPBP	other	-0.34598	0.193344091
TAPBPL	other	-0.559636667	0.12591307
TAPT1	other	0.61942	0.067665646
TARBP1	other	-0.515766667	0.187381547
TARBP2	other	-0.143643333	0.724947664
TARDBP	other	0.00037	1
TARM1	other	-0.085413333	0.350752567
TARP	other	-0.807393333	0.239003629
TARS	other	-0.07462	0.888944708
TARS2	other	0.069443333	0.859173585
TARSL2	other	0.047916667	0.937340053
TAS1R1	other	-0.145816667	0.937652956
TAS1R2	other	0.05006	0.790258463
TAS1R3	other	0.19725	0.883751723
TAS2R1	other	-0.077603333	0.748219565
TAS2R10	other	0.000466667	1
TAS2R13	other	-0.03084	0.955912778
TAS2R14	other	-0.104186667	0.907616648
TAS2R16	other	0	1
TAS2R19	other	0.162363333	0.693332366
TAS2R20	other	-0.192196667	0.741251316
TAS2R3	other	-0.10069	0.766790952
TAS2R30	other	-0.154616667	0.471693889
TAS2R31	other	-0.235696667	0.624989716
TAS2R38	other	-0.039803333	0.984432328
TAS2R39	other	0	1
TAS2R4	other	0.097943333	0.90987039
TAS2R40	other	-0.066363333	0.638842607
TAS2R41	other	-0.077523333	0.577085277
TAS2R42	other	-0.117556667	0.576775837
TAS2R43	other	0.077806667	0.788156864
TAS2R46	other	0.045053333	0.906838352
TAS2R5	other	-0.247133333	0.705001072
TAS2R50	other	-0.020783333	0.97915358
TAS2R60	other	-0.077646667	0.691358193
TAS2R7	other	0.040263333	0.526526347
TAS2R8	other	0.039716667	0.63505837
TAS2R9	other	-0.010043333	0.954442481
TASP1	other	0.063676667	0.880251196
TAT	other	-1.05905	0.117318784
TATDN1	other	0.01835	1
TATDN2	other	0.001006667	1
TATDN3	other	-0.055866667	0.9276706
TAX1BP1	other	-0.027296667	0.968816887
TAZ	other	-0.375476667	0.239286339
TBC1D1	other	-0.280436667	0.485385109
TBC1D10A	other	0.13913	0.724947664
TBC1D10B	other	-0.09397	0.695101431
TBC1D10C	other	-0.69157	0.163547655
TBC1D12	other	0.16628	0.479140832
TBC1D13	other	-0.00731	1
TBC1D14	other	0.315776667	0.140030444
TBC1D15	other	0.103803333	0.658400762
TBC1D16	other	0.343936667	0.398555329
TBC1D17	other	0.094726667	0.79796564
TBC1D19	other	0.1616	0.671045966
TBC1D2	other	-0.669033333	0.065039604
TBC1D20	other	-0.0493	0.842416109
TBC1D21	other	0	1
TBC1D22A	other	-0.2342	0.293057389
TBC1D22B	other	0.168863333	0.397675401
TBC1D23	other	0.186436667	0.353774259
TBC1D24	other	0.302103333	0.444304467
TBC1D25	other	0.115153333	0.654040686
TBC1D26	other	0.001646667	1
TBC1D28	other	0	1
TBC1D29	other	-0.07195	0.790500773
TBC1D2B	other	-0.214486667	0.499482652
TBC1D3P2	other	-0.01493	0.974923663
TBC1D4	other	-0.432156667	0.1508605
TBC1D5	other	0.186646667	0.519465531
TBC1D7	other	-0.280366667	0.365347937
TBC1D8	other	0.073096667	0.957733488
TBC1D8B	other	-0.056886667	0.925072513
TBC1D9	other	0.085723333	0.865546038
TBC1D9B	other	-0.048283333	0.895813806
TBCA	other	0.06624	0.852557502
TBCB	other	0.059843333	0.888220452
TBCC	other	0.09333	0.784228255
TBCCD1	other	0.114526667	0.700294842
TBCD	other	0.398716667	0.080169067
TBCE	other	-0.223016667	0.499953927
TBCEL	other	0.3744	0.181282831
TBCK	other	0.190786667	0.452390074
TBK1	other	-0.04802	0.850254809
TBKBP1	other	0.01716	1
TBL1X	other	-0.29574	0.516398614
TBL1XR1	other	0.11676	0.676577501
TBL1Y	other	0.092176667	0.948480124
TBL2	other	-0.16009	0.503367672
TBL3	other	-0.004966667	1
TBP	other	-0.072856667	0.731528205
TBPL1	other	-0.02843	0.970440557
TBPL2	other	0.16816	0.700773472
TBR1	other	0.276533333	0.569612175
TBRG1	other	0.03639	0.940475085
TBRG4	other	-0.346713333	0.256540975
TBX1	other	0.252193333	0.854797115
TBX10	other	-0.013506667	1
TBX15	other	0.276713333	0.855488309
TBX18	other	-0.168653333	0.961933162
TBX19	other	-0.03693	0.983930744
TBX2	other	-0.22728	0.705001072
TBX20	other	0.47245	0.146704576
TBX21	other	-0.51267	0.345963974
TBX22	other	-0.065726667	0.93128418
TBX3	other	0.007246667	1
TBX4	other	0.497496667	0.559847297
TBX5	other	-0.061893333	0.965007777
TBX6	other	-0.28673	0.67407083
TBXA2R	other	-0.337223333	0.366160247
TBXAS1	other	-0.05782	0.962854243
TC2N	other	-1.01857	0.045675674
TCAM1P	other	1.117956667	0.218358059
TCAP	other	0.56746	0.173351021
TCEA1	other	0.430936667	0.061724295
TCEA2	other	-0.251806667	0.507513528
TCEA3	other	0.43719	0.588368061
TCEAL1	other	0.2	0.630487061
TCEAL2	other	0.128236667	0.911489532
TCEAL4	other	0.355703333	0.235174301
TCEAL5	other	0.379523333	0.334457541
TCEAL6	other	0.435506667	0.258424089
TCEAL7	other	-0.327643333	0.432243575
TCEAL8	other	-0.04624	0.927441836
TCEANC	other	0.152166667	0.644159235
TCEB1	other	0.005153333	1
TCEB2	other	-0.043176667	0.973508096
TCEB3	other	0.139153333	0.530149354
TCEB3B	other	-0.08695	0.801457464
TCERG1	other	0.113006667	0.621415118
TCERG1L	other	-0.389726667	0.649588064
TCF12	other	0.13159	0.569356831
TCF15	other	-0.543733333	0.230469441
TCF19	other	-0.055656667	0.944805904
TCF20	other	0.095623333	0.757852355
TCF21	other	0.20557	0.845548662
TCF23	other	-0.019866667	0.908489442
TCF25	other	-0.30567	0.221729342
TCF3	other	0.167446667	0.651513155
TCF4	other	-0.376633333	0.227326125
TCF7	other	-0.77311	0.031522125
TCF7L1	other	-0.079843333	0.974799971
TCF7L2	other	0.369266667	0.120689918
TCFL5	other	-0.163093333	0.589850884
TCHH	other	-0.239413333	0.69718448
TCHHL1	other	-0.092	0.599231074
TCHP	other	-0.05311	0.891323805
TCIRG1	other	-0.442713333	0.237636414
TCL1A	other	-0.547646667	0.571384936
TCL1B	other	0.045053333	0.93864448
TCL6	other	-0.229463333	0.768196795
TCN1	other	-1.813413333	0.24457175
TCN2	other	-0.103186667	0.859984327
TCOF1	other	0.139273333	0.695076471
TCP1	other	-0.305963333	0.20471368
TCP10	other	0.045	0.658587294
TCP10L	other	-0.46583	0.348573096
TCP11	other	1.006663333	0.215802005
TCP11L1	other	0.44855	0.133796389
TCP11L2	other	0.533743333	0.056515703
TCTA	other	-0.186023333	0.677640099
TCTE1	other	0.255456667	0.836070677
TCTE3	other	-0.174476667	0.76369381
TCTEX1D1	other	-0.261263333	0.731646151
TCTEX1D2	other	-0.17379	0.788068582
TCTEX1D4	other	-0.196553333	0.801457464
TCTN1	other	0.327646667	0.248238547
TCTN2	other	0.351446667	0.20139206
TCTN3	other	-0.17722	0.383936023
TDG	other	-0.12666	0.719534774
TDH	other	-0.46493	0.403219446
TDO2	other	-1.269213333	0.044822046
TDP1	other	-0.50671	0.183080707
TDP2	other	-0.326223333	0.374352178
TDRD1	other	-0.369926667	0.739069263
TDRD10	other	1.031316667	0.311682456
TDRD12	other	-0.57716	0.184217901
TDRD3	other	-0.104433333	0.735128929
TDRD5	other	-0.6213	0.666002386
TDRD6	other	-0.301833333	0.565709515
TDRD7	other	-0.084186667	0.823874692
TDRD9	other	-0.887703333	0.306485528
TDRG1	other	-0.12688	0.663910974
TDRKH	other	0.484706667	0.166664872
TEAD1	other	0.087536667	0.865546038
TEAD2	other	0.126213333	0.8469639
TEAD3	other	0.050893333	0.9276706
TEAD4	other	-0.792563333	0.005295466
TEC	other	-0.049793333	0.935802219
TECPR1	other	-0.17062	0.74808176
TECPR2	other	0.041253333	0.946012748
TECR	other	-0.052126667	0.897140933
TECRL	other	0	1
TECTA	other	0.3584	0.412346796
TECTB	other	0.045466667	0.638842607
TEDDM1	other	-0.046536667	0.956359277
TEF	other	0.784753333	0.047442618
TEK	other	-0.09318	0.910460718
TEKT1	other	0.15489	0.968772951
TEKT2	other	0.68602	0.551431136
TEKT3	other	-0.071936667	0.974228281
TEKT4	other	-0.019206667	1
TEKT5	other	-0.37728	0.592365099
TELO2	other	0.01686	1
TENC1	PP	0.325216667	0.525856516
TEP1	other	0.108523333	0.799089029
TEPP	other	1.0549	0.226150572
TERF1	other	0.40924	0.033095106
TERF2	other	-0.09341	0.67270965
TERF2IP	other	0.135786667	0.560460472
TERT	other	-0.259243333	0.820038682
TES	other	-0.15496	0.643001809
TESC	other	-1.719953333	0.104838031
TESK1	other	-0.067576667	0.891323805
TESK2	other	0.22716	0.526526347
TET1	other	0.305316667	0.525856516
TET2	other	0.190436667	0.523627316
TET3	other	0.129496667	0.715332576
TEX10	other	0.062083333	0.866690647
TEX101	other	-0.550356667	0.1746802
TEX11	other	-0.807433333	0.038279133
TEX12	other	-0.074343333	0.913510195
TEX13A	other	0.17577	0.622505056
TEX13B	other	0.237896667	0.697159456
TEX14	other	-0.084466667	0.872578967
TEX15	other	-1.01676	0.358436474
TEX19	other	0.101983333	0.97111846
TEX2	other	0.32905	0.123816503
TEX261	other	0.120596667	0.539334908
TEX264	other	-0.24209	0.412346796
TEX28	other	0	1
TEX9	other	0.213273333	0.806642251
TF	other	0.267496667	0.923724053
TFAM	other	0.01039	1
TFAP2A	other	-0.564216667	0.584911594
TFAP2B	other	0.054406667	1
TFAP2C	other	0.009923333	1
TFAP2D	other	0.927153333	0.526526347
TFAP2E	other	-0.068176667	0.969102131
TFAP4	other	0.137243333	0.717406041
TFB1M	other	-0.262456667	0.383943711
TFB2M	other	-0.093583333	0.811468565
TFCP2	other	0.06838	0.801324152
TFCP2L1	other	0.22654	0.877052319
TFDP1	other	-0.12342	0.576988924
TFDP2	other	0.23119	0.45544033
TFDP3	other	-0.07996	0.927590519
TFE3	other	0.070203333	0.786792484
TFEB	other	-0.079786667	0.882349761
TFEC	other	-0.483073333	0.391130734
TFF1	other	-3.106573333	0.071708646
TFF2	other	-0.709943333	0.639909598
TFF3	other	-0.71073	0.715332576
TFG	other	-0.250563333	0.236341569
TFIP11	other	-0.10502	0.59765735
TFPI	other	0.485726667	0.518432872
TFPI2	other	2.846703333	0.012267397
TFPT	other	-0.26106	0.521080234
TFR2	other	-0.267413333	0.706576711
TFRC	other	-0.29063	0.596240918
TG	other	-0.02919	1
TGDS	other	0.062853333	0.871951098
TGFA	other	0.657686667	0.396292156
